"NAME","income","poverty_rate","black_pct","renter_pct","housing_burden_pct"
"Page County, Iowa",58264,12.5977011494253,1.53694581280788,12.0459770114943,43.1297709923664
"Sioux County, Iowa",81914,5.69314533016892,0.502582716738797,7.23719112103867,37.5
"Winnebago County, Iowa",62853,7.27765321375187,0.812780269058296,10.3792974588939,32.7632763276328
"Jefferson County, Iowa",52210,13.1390560658853,4.82103262591068,14.9509027557808,44.1949152542373
"Louisa County, Iowa",72500,9.90483230157997,0.692968677815763,8.40801995749792,25.4945054945055
"Mahaska County, Iowa",65200,11.5689741148737,1.70905299424271,12.9969626909651,24.9738402511336
"Muscatine County, Iowa",67427,11.4899460063303,2.70666542543288,9.78169800781977,37.782536283607
"Dickinson County, Iowa",72446,6.13836762378476,0.118697716482026,10.0893059009722,40
"Harrison County, Iowa",75830,7.46768788894208,0.157286466525337,9.9227244751419,32.184700206754
"Union County, Iowa",56495,11.5718179565541,0.388205170562484,10.473279920707,28.5488958990536
"Crawford County, Iowa",61188,16.7720364741641,2.41337386018237,9.92705167173252,31.3533374157991
"Hancock County, Iowa",67865,9.69416126042632,0.82483781278962,7.9147358665431,30.7962529274005
"Cerro Gordo County, Iowa",63149,9.14167384071291,1.82647339398311,12.841154982666,30.4221779307846
"Pocahontas County, Iowa",61434,8.8655997734032,0.155785299532644,9.41792947174621,35.0375939849624
"Sac County, Iowa",68778,8.49867048476171,0.32726528942524,8.25322151769278,26.270136307311
"Johnson County, Iowa",72977,16.071335419927,7.40414710485133,16.3634585289515,54.166168559474
"Linn County, Iowa",75457,9.26221501212343,5.83843564114641,10.6394020269681,41.406730335697
"Henry County, Iowa",62365,10.3983166960266,2.56410256410256,9.51262477980035,34.156378600823
"Wright County, Iowa",58240,14.0342715360161,0.162828564782508,10.7932077227262,35.9195402298851
"Webster County, Iowa",65335,11.2231655220894,3.39587952198129,12.7724003677067,33.1710414902625
"Marion County, Iowa",74193,7.28043718457909,0.55842565771792,9.10203959745573,37.6312335958005
"Hardin County, Iowa",64656,8.03629677955044,0.545637862522982,10.7585552458336,37.1003307607497
"Monroe County, Iowa",76324,10.6284658040665,0.145233694217058,7.02402957486137,56.578947368421
"Howard County, Iowa",63947,8.49245701023315,0.168794176600907,9.1359848085241,29.445727482679
"Mitchell County, Iowa",66056,6.52937268672298,0.559931669355604,8.74062826231375,30.8360477741585
"Ringgold County, Iowa",67898,7.86780383795309,0.127931769722815,8.72068230277186,36.4303178484108
"Chickasaw County, Iowa",72734,6.1888433553567,0.777787070335368,7.51860834657523,25.9176863181313
"Iowa County, Iowa",69787,8.9894419306184,0.65158371040724,9.15233785822021,28.0817402768622
"Greene County, Iowa",56884,11.3509828428588,0.49994318827406,10.7146915123281,31.6012725344645
"Madison County, Iowa",88110,6.06297790354627,1.28243723282558,6.85170690589439,24.6924428822496
"Tama County, Iowa",65483,14.7675853558206,1.04013633425398,9.63154492566257,28.0658938377059
"Des Moines County, Iowa",58084,14.3133113538018,5.2622089429219,13.3525654234494,53.6072530864197
"Woodbury County, Iowa",68399,13.1493660330156,4.25582320944601,12.1477171502758,37.8656681488416
"Warren County, Iowa",89741,5.94775085848717,0.751294845282589,6.92481359919558,40.1095890410959
"Appanoose County, Iowa",50684,17.1349458424953,0.407199283329261,12.5743138692076,39.7020725388601
"Osceola County, Iowa",67561,12.3597332899658,0.94324280370792,10.3268824199057,36.2204724409449
"Boone County, Iowa",75759,7.32584269662921,1.29962546816479,8.30337078651685,33.3333333333333
"Audubon County, Iowa",54973,11.5377809237303,0.300831711201557,9.8035745885684,38.086642599278
"Butler County, Iowa",65743,11.6096271563717,0.514746800222593,7.98553144129104,31.3588850174216
"Polk County, Iowa",78827,10.1488108509094,7.29542054976103,13.2898102469101,41.1413930363434
"Dallas County, Iowa",99533,5.6363147249594,2.30055695597158,11.6153715862784,33.1531995196432
